Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,GPA
MUSC,487,Marching Illini,0,716,4,3,5,1,0,1,0,0,0,0,1,1,731,3.98
MUSC,488,Women's Basketball Band,0,67,0,0,1,0,0,0,0,0,0,0,1,0,69,3.93
MUSC,489,Volleyball Band,0,35,7,0,1,1,0,0,0,0,0,0,0,0,44,3.89
MUSE,200,Introduction to Museums,44,61,24,17,13,4,6,3,1,3,1,2,3,0,182,3.53
MUSE,250,The World Through Museums,197,202,77,46,43,19,19,15,6,3,5,0,19,1,651,3.54
NE,100,Intro to Neural Engineering,15,4,6,2,1,0,0,0,0,0,0,0,0,0,28,3.85
NPRE,100,Orientation to NPRE,66,370,35,21,31,7,4,9,4,1,2,2,14,3,566,3.7
NPRE,101,Introduction to Energy Sources,11,161,102,119,181,115,62,50,23,13,13,3,13,6,866,3.03
NPRE,199,Undergraduate Seminar,153,337,24,24,11,9,5,10,1,1,5,2,2,2,584,3.81
NPRE,200,Mathematics for NPRE,40,16,3,7,1,0,1,3,2,0,1,0,2,1,76,3.61
NPRE,201,Energy Systems,49,653,422,183,149,68,27,35,9,1,3,0,16,2,1615,3.56
NPRE,247,Modeling Nuclear Energy System,17,101,78,53,100,45,24,43,27,17,21,7,20,2,553,2.88
NPRE,321,Intro to Plasmas & Application,1,24,10,7,8,3,1,0,1,0,1,0,1,0,57,3.46
NPRE,330,Materials in Nuclear Engrg,2,13,11,17,4,4,9,4,1,0,1,1,2,0,69,3.07
NPRE,349,Intro to NPRE Heat Transfer,3,8,6,7,7,3,2,7,3,0,2,2,1,2,51,2.85
NPRE,402,Nuclear Power Engineering,394,845,754,541,338,179,79,47,24,5,9,8,4,7,3227,3.52
NPRE,412,Nuclear Power Econ & Fuel Mgmt,3,28,25,13,14,8,5,3,3,1,0,0,3,0,106,3.27
NPRE,421,Plasma and Fusion Science,26,96,84,65,70,44,32,33,8,2,11,5,13,1,489,3.09
NPRE,423,Plasma Laboratory,3,9,5,1,2,0,1,1,1,1,0,0,1,1,25,3.32
NPRE,429,Plasma Engineering,3,25,14,9,11,3,5,2,1,0,0,0,0,0,73,3.45
NPRE,431,Materials in Nuclear Engrg,6,114,68,66,84,45,38,34,16,3,13,1,9,1,497,3.06
NPRE,432,Nuclear Engrg Materials Lab,5,92,54,9,15,8,4,4,0,0,0,0,3,1,194,3.61
NPRE,441,Radiation Protection,53,181,118,53,61,24,0,23,0,0,5,0,0,0,518,3.56
NPRE,442,Radioactive Waste Management,30,38,43,24,37,17,9,9,3,0,4,1,0,1,215,3.32
NPRE,445,Interact of Radiation w/Matter,16,20,11,9,2,3,0,0,0,0,0,0,0,0,61,3.74
NPRE,446,Radiation Interact w/Matter I,73,255,69,42,33,24,5,14,12,1,1,2,9,3,540,3.58
NPRE,447,Radiation Interact w/Matter II,59,177,61,28,31,20,6,16,10,0,0,0,4,1,412,3.57
NPRE,448,Nuclear Syst Engrg & Design,12,80,40,64,62,47,36,33,27,5,31,12,23,0,472,2.71
NPRE,451,NPRE Laboratory,11,41,38,23,27,16,14,2,7,1,0,0,8,2,188,3.18
NPRE,455,Neutron Diffusion & Transport,10,111,46,55,66,44,43,32,39,10,21,13,32,8,522,2.73
NPRE,457,Safety Anlys Nucl Reactor Syst,87,128,57,34,19,7,5,3,2,0,0,1,1,1,344,3.72
NPRE,458,Design in NPRE,4,156,75,43,30,2,0,4,1,1,1,0,3,0,320,3.64
NPRE,470,Fuel Cells & Hydrogen Sources,111,131,85,129,56,16,5,2,0,0,1,0,3,1,539,3.59
NPRE,475,Wind Power Systems,284,350,177,93,45,20,17,5,5,2,3,1,0,0,1002,3.74
NPRE,480,Energy and Security,30,92,74,32,23,13,0,4,0,0,1,1,5,1,275,3.56
NPRE,481,Writing on Technol & Security,20,130,82,82,24,16,8,5,3,2,0,1,4,1,377,3.52
NPRE,483,Seminar on Security,24,37,24,6,10,5,0,0,1,0,1,0,0,0,108,3.69
NPRE,498,Probabilistic Risk Assessment,14,11,9,6,2,1,3,1,0,1,0,0,0,0,48,3.58
NPRE,501,Fundamentals of Nuclear Engrg,2,40,23,17,21,7,3,4,0,1,0,0,3,2,121,3.36
NPRE,521,Interact of Radiation w/Matter,19,64,16,6,11,3,0,0,0,0,0,0,1,0,120,3.76
NPRE,526,Plasma-Material Interactions,0,17,2,1,0,0,0,1,0,0,0,0,0,1,21,3.84
NPRE,555,Reactor Theory I,5,13,1,1,1,0,0,0,0,0,0,0,0,0,21,3.9
NPRE,598,Plasma Chemistry,1,25,6,8,5,0,0,0,0,0,0,0,0,0,45,3.73
NRES,100,Fundamentals of Env Sci,425,812,350,269,295,111,84,85,45,34,36,13,123,12,2682,3.3
NRES,101,Wildlife Conservation,513,475,307,221,243,154,99,91,54,28,35,29,102,9,2351,3.21
NRES,102,Introduction to NRES,872,2071,1563,1231,1177,688,408,377,177,112,97,57,303,37,9133,3.2
NRES,103,The Great Lakes at Risk,187,160,174,109,91,83,41,30,35,22,9,17,137,7,1095,2.87
NRES,105,Climate Change and Ecosystems,62,305,110,89,221,51,42,95,21,20,31,7,115,4,1169,2.87
NRES,199,Watching the Environment,6,69,21,20,13,14,9,4,0,0,0,0,3,0,159,3.45
NRES,201,Introductory Soils,70,284,156,202,590,187,143,325,66,39,84,17,32,6,2195,2.81
NRES,219,Applied Ecology,129,308,243,161,177,117,65,56,34,14,13,12,34,4,1363,3.21
NRES,224,Social Justice and Environment,20,81,28,16,9,5,2,2,0,0,1,0,3,0,167,3.65
NRES,285,Techniques in Forest Ecology,15,59,3,7,13,3,3,4,0,0,2,0,1,0,110,3.58
NRES,287,Environment and Society,154,392,367,233,239,129,78,71,32,13,20,7,35,3,1770,3.27
NRES,302,Dendrology,23,24,11,5,13,11,5,6,6,0,1,2,1,0,108,3.24
NRES,325,Natural Resource Policy Mgmt,109,136,88,61,61,27,16,17,6,0,2,0,3,2,526,3.51
NRES,340,Environ Social Sci Res Meth,34,32,12,9,6,2,0,2,2,0,0,0,4,2,103,3.58
NRES,348,Fish and Wildlife Ecology,222,311,229,184,174,104,53,63,21,8,9,0,11,2,1389,3.38
NRES,351,Intro Environmental Chemistry,4,13,4,7,7,5,2,4,2,0,0,0,0,0,48,3.26
NRES,362,Ecology of Invasive Species,18,40,35,13,13,3,1,1,1,0,1,0,1,0,127,3.6
NRES,401,Watershed Hydrology,29,44,29,14,17,9,9,10,4,3,1,1,5,1,175,3.28
NRES,407,Wildlife Population Ecology,39,94,45,39,66,42,28,30,14,5,2,4,0,2,408,3.18
NRES,409,Fishery Ecol and Conservation,2,27,43,36,40,40,12,5,5,2,3,1,2,0,218,3.09
NRES,415,Native Plant ID and Floristics,21,27,13,9,27,11,3,10,9,1,2,0,2,1,135,3.15
NRES,418,Wetland Ecology & Management,13,36,14,3,6,4,2,3,0,0,1,0,1,0,83,3.59
NRES,419,Env and Plant Ecosystems,36,92,91,44,87,33,15,21,13,1,6,4,11,0,454,3.19
NRES,420,Restoration Ecology,84,45,38,43,23,13,15,15,15,3,3,0,7,1,304,3.29
NRES,421,Quantitative Methods in NRES,266,204,150,115,136,54,50,36,20,8,6,6,15,1,1066,3.38
NRES,424,"US Environ, Justic & Policy",15,13,4,5,1,2,0,1,0,0,0,1,2,0,44,3.51
NRES,425,Natural Resources Law & Policy,8,11,3,1,2,3,1,0,1,0,0,0,0,0,30,3.61
NRES,426,Renewable Energy Policy,12,28,17,13,7,3,1,4,0,0,1,0,0,0,86,3.56
NRES,429,Aquatic Ecosystem Conservation,6,35,37,51,28,24,9,7,5,1,0,1,6,0,210,3.16
NRES,439,Env and Sustainable Dev,1,40,19,14,8,1,0,1,0,0,0,0,0,0,84,3.68
NRES,454,GIS in Natural Resource Mgmt,117,275,186,133,246,95,44,74,29,4,13,6,20,8,1242,3.23
NRES,455,Adv GIS for Environmental Mgmt,27,31,7,5,5,3,1,0,3,0,0,1,2,0,85,3.59
NRES,456,Integrative Ecosystem Mgmt,160,115,115,116,103,83,52,29,24,18,15,8,10,5,848,3.19
NRES,465,Landscape Ecology,6,38,17,6,22,6,3,8,4,1,2,0,0,2,113,3.3
NRES,471,Pedology,0,38,3,1,2,3,0,0,0,0,0,0,0,0,47,3.84
NRES,472,Environmental Psychology,67,140,31,22,37,24,10,9,10,2,5,3,20,2,380,3.31
NRES,474,Soil and Water Conservation,13,79,81,67,93,34,26,26,8,1,2,2,3,3,435,3.19
NRES,475,Environmental Microbiology,7,24,16,14,16,8,5,3,4,1,0,0,1,2,99,3.28
NRES,480,Human-Wildlife Interactions,10,8,0,0,3,1,0,0,0,0,0,0,0,0,22,3.8
NRES,485,Stream Ecosystem Management,7,18,8,6,1,2,0,1,0,0,0,0,3,0,46,3.47
NRES,488,Soil Fertility and Fertilizers,21,94,53,67,167,52,29,109,12,7,21,6,10,2,648,2.87
NRES,499,NRES 456 Group Project,41,62,31,19,27,12,11,2,4,3,3,0,1,1,216,3.45
NRES,502,Research Methods in NRES,3,34,17,6,4,3,0,1,0,0,0,0,1,0,69,3.66
NRES,511,Principles of Applied Ecology,0,26,6,5,7,0,0,0,0,0,0,0,3,0,47,3.48
NRES,593,Statistical Methods in Ecology,11,43,22,12,5,3,0,0,0,0,0,0,0,1,96,3.75
NRES,598,Practical Stat Analysis with R,35,38,21,5,6,12,1,4,0,4,0,4,0,1,130,3.49
NS,101,Introduction to Naval Science,1,26,4,1,1,0,0,0,0,0,1,0,0,0,34,3.82
NS,102,Sea Power and Maritime Affairs,0,12,0,0,6,0,0,3,0,0,1,0,0,0,22,3.32
NS,303,Leadership and Management,1,12,5,2,0,0,1,0,0,0,0,0,0,0,21,3.78
NUTR,510,Intestinal Physio & Microbiome,31,247,8,19,54,2,0,16,0,0,4,0,3,3,384,3.67
NUTR,511,Regulation of Metabolism,3,23,3,4,11,0,0,0,0,0,0,0,0,0,44,3.67
NUTR,561,Diet & the Gastr. Microbiome,16,51,10,8,8,1,0,0,0,0,0,0,0,0,94,3.81
PATH,433,Virology & Viral Pathogenesis,28,78,0,43,55,0,34,16,2,12,14,5,0,5,287,3.07
PATH,439,Health Applications of GIS,3,33,2,0,5,1,0,1,1,0,1,0,1,0,48,3.62
PATH,629,Emergency Prep and Response,0,45,0,0,20,0,0,0,0,0,0,0,0,0,65,3.69
PATH,635,Pathology of Organ Systems,0,21,0,0,84,0,0,13,0,0,0,0,0,0,118,3.07
PATH,637,Veterinary Virology,0,12,0,0,54,0,0,52,0,0,0,0,0,0,118,2.66
PATH,638,Veterinary Clinical Pathology,0,68,0,0,37,0,0,13,0,0,0,0,0,0,118,3.47
PATH,641,Food Safety and Public Health,0,116,0,0,2,0,0,0,0,0,0,0,0,0,118,3.98
PATH,643,Diseases of Poultry,1,116,0,0,88,0,0,29,0,0,4,1,0,0,239,3.32
PHIL,100,Intro to Philosophy-ACP,11,93,114,94,71,67,35,19,12,5,4,2,21,3,548,3.09
PHIL,101,Introduction to Philosophy,83,584,677,601,592,368,222,144,67,40,29,28,117,19,3552,3.08
PHIL,102,Logic and Reasoning,433,1529,838,656,673,466,294,269,169,77,117,77,316,31,5914,3.07
PHIL,103,Logic and Reasoning QR II,111,233,113,74,100,61,36,54,42,12,27,20,61,8,944,2.99
PHIL,104,Intro to Ethics-ACP,9,36,35,40,31,14,5,2,1,0,2,4,2,1,181,3.28
PHIL,105,Introduction to Ethics,20,214,247,263,307,138,71,46,27,11,9,11,38,7,1402,3.1
PHIL,106,Ethics and Social Policy,0,12,4,4,0,0,1,0,0,0,0,0,0,0,21,3.73
PHIL,107,Intro to Political Philosophy,30,61,54,38,27,21,9,9,7,3,2,1,3,0,265,3.33
PHIL,202,Symbolic Logic,105,264,94,60,78,56,35,49,30,14,26,26,79,6,916,2.94
PHIL,203,Ancient Philosophy,22,322,367,265,251,196,72,80,53,15,35,11,72,16,1761,3.04
PHIL,206,Early Modern Philosophy,38,299,271,258,275,130,56,59,23,16,15,21,82,11,1543,3.05
PHIL,210,Ethics,8,97,48,32,21,17,6,3,3,2,0,0,1,0,238,3.52
PHIL,214,Biomedical Ethics,15,136,132,109,76,37,20,7,8,2,1,1,17,3,561,3.31
PHIL,222,Philosophical Foundations CS,77,31,26,16,9,5,5,5,2,3,0,1,5,4,185,3.52
PHIL,223,Minds & Machines,28,52,44,23,15,9,11,8,0,5,2,1,17,0,215,3.15
PHIL,230,Philosophy of Religion Intro,1,36,47,38,22,26,10,3,1,0,0,0,5,1,189,3.25
PHIL,250,Conceptions of Human Nature,5,60,60,31,31,22,5,3,4,0,2,2,11,1,236,3.23
PHIL,270,Philosophy of Science,5,29,27,18,19,6,9,7,3,1,2,0,7,0,133,3.09
PHIL,325,Recent European Philosophy,0,3,11,9,13,11,2,4,3,0,2,0,1,1,59,2.89
PHIL,380,Current Controversies,51,35,39,33,25,11,3,2,1,0,0,1,4,2,205,3.49
PHIL,404,Medieval Philosophy,0,6,10,4,2,1,1,0,0,0,0,0,0,0,24,3.54
PHIL,410,Classical Ancient Philosophers,0,4,2,2,4,3,4,3,1,0,1,0,0,0,24,2.83
PHIL,411,Nineteenth Century Philosophy,0,19,13,4,6,6,0,0,1,0,3,2,14,4,68,2.6
PHIL,412,Classical Modern Philosophers,6,10,4,3,1,0,1,0,1,0,0,0,0,0,26,3.68
PHIL,414,Major Recent Philosophers,8,29,13,10,5,1,2,3,0,1,0,0,2,0,74,3.5
PHIL,421,Ethical Theories,19,129,94,74,70,21,10,11,4,3,5,3,20,6,463,3.27
PHIL,422,Recent Developments in Ethics,0,21,7,14,5,3,1,1,0,0,0,0,0,1,52,3.53
PHIL,424,Philosophy of Religion,6,17,13,11,6,4,2,5,0,0,1,0,5,0,70,3.15
PHIL,425,Philosophy of Mind,7,22,31,8,16,6,8,3,1,0,1,3,10,0,116,3.02
PHIL,426,Metaphysics,10,62,58,31,28,16,8,5,8,0,0,1,17,2,244,3.17
PHIL,427,Philosophical Anthropology,0,5,3,1,2,5,1,0,1,0,0,0,3,0,21,2.75
PHIL,429,Value Theory,0,10,11,10,16,3,6,5,0,0,1,0,2,2,64,3.04
PHIL,430,Theory of Knowledge,5,69,19,16,20,7,3,4,1,1,0,0,5,6,150,3.44
PHIL,435,Social Philosophy,21,38,26,24,17,9,1,3,1,0,1,0,9,0,150,3.32
PHIL,436,Phil of Law and of the State,10,62,58,48,31,16,5,10,2,1,2,2,6,1,253,3.3
PHIL,438,Philosophy of Language,0,10,9,5,6,4,1,5,2,1,1,1,3,1,48,2.85
PHIL,439,Philosophy of Mathematics,9,19,14,7,11,6,2,4,1,0,0,0,5,0,78,3.21
PHIL,441,Existential Philosophy,0,5,5,9,3,2,1,0,0,0,0,0,2,0,27,3.15
PHIL,443,Phenomenology,8,3,13,0,2,1,0,0,0,0,0,0,1,0,28,3.59
PHIL,454,Advanced Symbolic Logic,6,33,9,8,8,4,3,4,5,0,0,0,6,0,86,3.18
PHIL,477,Philosophy of Psychology,9,73,31,8,9,3,2,1,3,1,1,1,6,2,148,3.5
PHYS,100,Thinking About Physics,801,1149,716,776,1182,417,222,255,114,86,48,34,20,27,5820,3.28
PHYS,101,College Physics: Mech & Heat,1549,1471,1001,928,909,1065,966,1007,705,523,344,458,179,88,11105,2.81
PHYS,102,College Physics: E&M & Modern,776,1214,884,872,885,935,705,731,539,293,217,229,76,39,8356,2.88
PHYS,123,Physics Made Easy,324,205,65,43,20,5,5,5,2,1,0,1,0,1,676,3.84
PHYS,140,How Things Work,206,251,173,137,199,116,75,114,74,26,34,9,5,9,1419,3.12
PHYS,150,Physics of Societal Issues,29,75,39,44,79,25,30,24,16,6,3,3,3,4,376,3.1
PHYS,199,Undergraduate Open Seminar,9,65,2,1,10,1,1,1,0,0,4,0,0,0,94,3.7
PHYS,211,University Physics: Mechanics,4758,4247,2681,2455,2283,2301,1855,1779,1340,890,672,888,490,168,26639,2.99
PHYS,212,University Physics: Elec & Mag,3474,3210,2107,2079,1981,2279,1987,1847,1628,975,763,922,412,144,23664,2.84
PHYS,213,Univ Physics: Thermal Physics,2366,2259,1469,1462,1550,1635,1369,1353,1166,625,448,506,326,56,16534,2.86
PHYS,214,Univ Physics: Quantum Physics,2205,2188,1594,1552,1643,1537,1439,1381,974,712,428,446,210,127,16309,2.88
PHYS,221,Enrichment Mechanics,5,10,3,3,0,2,0,0,0,0,0,0,0,0,23,3.75
PHYS,225,Relativity & Math Applications,417,477,442,425,336,277,218,145,118,79,34,41,44,23,3053,3.12
PHYS,246,Intro to Computational Physics,16,18,7,3,1,0,1,1,0,0,0,0,2,0,49,3.65
PHYS,280,Nuclear Weapons & Arms Control,150,200,157,96,65,34,13,5,10,0,4,1,8,3,743,3.56
PHYS,298,Fresh/Soph Special Topics Phys,28,38,10,4,9,4,0,1,0,1,0,0,0,1,95,3.74
PHYS,325,Classical Mechanics I,371,436,334,327,380,250,169,145,100,77,49,45,61,24,2744,3.05
PHYS,326,Classical Mechanics II,129,221,261,186,167,122,106,83,48,41,28,30,23,7,1445,3.04
PHYS,370,Intro to Quant Info and Comp,36,21,7,8,5,4,10,3,2,3,2,2,2,0,105,3.3
PHYS,371,Design Like a Physicist,3,21,7,2,0,0,0,0,0,0,0,0,1,0,34,3.78
PHYS,398,Soph/Junr Special Topics Phys,24,39,22,12,13,4,1,5,0,0,0,2,0,0,122,3.57
PHYS,401,Classical Physics Lab,75,184,177,94,79,48,23,28,27,7,9,14,46,7,811,3.14
PHYS,402,Light,79,138,99,57,74,43,22,34,8,0,4,1,3,2,562,3.37
PHYS,403,Modern Experimental Physics,75,129,18,12,5,4,1,0,0,0,0,2,0,0,246,3.87
PHYS,404,Electronic Circuits,4,14,9,16,17,13,5,8,1,0,1,0,1,0,89,3.08
PHYS,406,Acoustical Physics of Music,37,6,2,2,1,0,0,0,0,1,0,0,0,1,49,3.88
PHYS,419,"Space, Time, and Matter-ACP",10,66,61,66,57,31,7,10,7,1,9,2,38,7,365,2.91
PHYS,427,Thermal & Statistical Physics,131,276,227,200,221,129,87,55,42,21,12,14,17,9,1432,3.19
PHYS,435,Electromagnetic Fields I,258,472,269,274,321,164,99,148,54,17,41,6,22,16,2145,3.22
PHYS,436,Electromagnetic Fields II,175,365,220,155,192,91,45,79,16,9,12,4,6,5,1369,3.37
PHYS,446,Modern Computational Physics,5,12,4,0,2,1,3,2,0,1,0,0,0,0,30,3.46
PHYS,460,Condensed Matter Physics,87,152,73,83,67,24,20,22,6,4,9,2,5,4,554,3.4
PHYS,470,Subatomic Physics,68,85,63,37,38,28,15,14,7,4,1,5,1,1,366,3.39
PHYS,475,Introduction to Biophysics,23,42,29,27,24,16,9,12,3,0,1,1,0,1,187,3.33
PHYS,485,Atomic Phys & Quantum Theory,73,80,69,51,58,51,41,30,15,3,8,10,2,4,491,3.15
PHYS,486,Quantum Physics I,236,292,232,206,220,170,127,113,83,41,30,24,28,9,1802,3.07
PHYS,487,Quantum Physics II,148,257,182,124,128,89,64,61,33,17,15,13,12,7,1143,3.23
PHYS,496,Communicating in Physics,30,69,34,14,9,3,1,1,0,0,0,0,0,0,161,3.77
PHYS,498,Special Topics in Physics,40,45,14,13,4,7,8,4,1,0,2,5,1,0,144,3.47
PHYS,499,Senior Thesis,12,19,8,2,1,1,0,0,0,0,0,0,0,0,43,3.85
PHYS,504,Statistical Physics,81,79,35,20,19,12,8,6,0,0,1,0,2,5,263,3.63
PHYS,505,Classical Electromagnetism,7,9,9,4,2,0,0,0,0,0,0,0,0,0,31,3.75
PHYS,508,Mathematical Physics I,43,69,64,47,37,26,4,13,14,0,0,0,1,3,318,3.39
PHYS,513,Quantum Optics & Information,27,69,20,15,13,3,0,2,0,0,0,1,1,0,151,3.7
PHYS,514,Modern Atomic Physics,23,15,13,5,1,1,0,1,0,0,0,0,0,0,59,3.8
PHYS,515,General Relativity I,20,38,40,16,10,11,4,1,2,0,0,0,1,1,143,3.54
PHYS,550,Biomolecular Physics,4,3,7,10,2,1,0,0,0,0,0,0,0,0,27,3.54
PHYS,560,Condensed Matter Physics I,111,125,44,27,16,8,1,4,1,0,0,0,1,2,338,3.78
PHYS,563,Phase Transitions,18,10,11,4,2,2,1,0,0,0,0,0,0,0,48,3.74
PHYS,569,Emergent States of Matter,24,33,16,6,6,1,2,4,0,0,1,1,0,1,94,3.64
PHYS,570,Subatomic Physics,10,7,4,2,1,1,1,0,0,0,0,0,0,0,26,3.74
PHYS,580,Quantum Mechanics I,129,165,60,71,68,41,7,13,6,2,2,2,3,2,569,3.52
PHYS,581,Quantum Mechanics II,34,64,38,27,21,12,5,4,0,0,0,1,1,0,207,3.56
PHYS,582,General Field Theory,59,73,43,23,21,23,5,9,2,0,1,0,0,4,259,3.56
PHYS,596,Graduate Physics Orientation,32,169,21,12,0,0,0,0,0,0,0,0,0,0,234,3.94
PHYS,598,Special Topics in Physics,25,60,21,11,3,0,0,0,0,0,0,0,1,0,121,3.82
PLPA,200,"Plants, Pathogens, and People",3,2521,2,1,670,1,0,183,1,0,40,0,40,7,3462,3.62
PLPA,204,Introductory Plant Pathology,7,193,29,60,143,16,17,37,3,0,3,0,6,0,514,3.31
PLPA,407,Diseases of Field Crops,6,99,15,11,59,9,4,41,3,2,13,0,1,1,263,3.14
POL,115,Intro to Polish Culture,29,146,125,41,19,3,0,0,0,0,0,0,1,1,364,3.74
PORT,150,Writing Brazilians into U.S.,13,36,1,0,2,0,0,0,1,0,0,0,1,0,54,3.84
PORT,400,Intensive Beginning Portuguese,11,26,4,7,8,4,4,4,1,0,0,0,2,0,71,3.38
PORT,401,Intermediate Portuguese,0,7,0,1,1,1,2,4,1,0,1,0,4,0,22,2.38
PS,100,Intro to Political Science,578,1447,1060,768,882,458,237,294,139,66,62,35,155,15,6181,3.23
PS,101,Intro to US Gov & Pol,446,983,612,552,651,445,279,292,149,69,115,43,199,25,4835,3.03
PS,152,The New Middle East,83,128,72,54,49,38,20,21,15,2,3,4,18,1,507,3.27
PS,170,"Power, Politics, and Protest",16,92,12,9,23,4,3,2,0,0,0,0,1,0,162,3.68
PS,180,IntroPolitics of Globalization,21,72,26,40,24,19,9,11,8,3,0,1,4,0,238,3.3
PS,191,Civic Careers,1,42,47,16,5,0,3,0,1,0,0,2,0,0,117,3.61
PS,199,Election 2024,51,229,187,97,99,57,26,27,15,2,4,3,25,5,822,3.32
PS,200,Foundations of Pol Sci,4,33,36,49,81,68,40,56,30,16,16,7,51,6,487,2.39
PS,201,US Racial & Ethnic Politics,522,642,429,234,269,151,97,88,61,39,24,19,120,11,2695,3.27
PS,202,Religion & Politics in the US,10,146,63,67,136,47,23,38,10,4,9,0,14,3,567,3.13
PS,214,American Indian Law & Politics,9,33,8,10,6,6,2,3,2,1,2,0,10,0,92,3.07
PS,220,Intro to Public Policy,107,999,49,131,742,76,80,334,39,20,116,5,118,10,2816,3.03
PS,222,Ethics and Public Policy,6,12,8,11,20,19,5,5,2,0,1,2,1,1,92,3.0
PS,224,Politics of the National Parks,141,125,94,37,43,41,17,17,8,7,11,5,28,2,574,3.28
PS,225,Environmental Politics&Policy,27,115,131,170,170,119,88,83,53,20,29,9,75,6,1089,2.72
PS,230,Intro to Pol Research,90,192,77,40,65,24,6,21,3,5,8,5,32,6,568,3.31
PS,231,Strategic Models,47,130,83,66,88,54,29,28,19,8,15,7,12,8,586,3.12
PS,240,Intro to Comp Politics,169,616,422,290,328,115,72,78,28,15,26,5,37,5,2201,3.35
PS,241,Comp Politics in Dev Nations,205,472,395,316,344,183,110,109,75,35,33,20,96,13,2393,3.1
PS,250,Rise Up: Organizing Resistance,0,70,3,2,6,2,0,0,1,0,0,0,4,2,88,3.67
PS,270,Intro to Political Theory,82,358,355,297,338,190,127,76,42,13,10,5,34,7,1927,3.18
PS,272,Women and Politics,7,23,10,11,9,8,1,2,2,0,1,0,1,0,75,3.36
PS,280,Intro to Intl Relations,112,821,654,618,744,421,276,256,132,64,66,41,158,25,4363,3.0
PS,281,Intro to Intl Relations-ACP,36,52,46,47,29,22,12,9,10,1,1,1,16,1,282,3.15
PS,282,Governing Globalization,115,271,164,111,137,58,41,32,13,4,6,2,27,3,981,3.34
PS,283,Intro to Intl Security,25,128,88,48,55,18,19,10,5,3,4,1,12,3,416,3.34
PS,300,Terrorism,76,512,388,206,159,71,47,41,11,1,8,4,33,6,1557,3.44
PS,301,The US Constitution I,205,329,205,169,112,70,37,43,21,11,13,7,31,9,1253,3.36
PS,302,The US Constitution II,142,275,157,137,132,87,27,32,13,3,11,2,17,3,1035,3.38
PS,303,The US Congress,94,104,70,38,50,37,20,15,7,6,1,8,17,2,467,3.27
PS,304,The US Presidency,0,12,16,15,56,37,20,30,10,0,2,0,9,5,207,2.65
PS,305,The US Supreme Court,110,120,60,36,41,18,12,23,6,1,5,2,22,5,456,3.34
PS,306,Judicial Politics,9,15,0,1,0,0,0,0,0,0,0,0,0,0,25,3.97
PS,312,Politics and the Media,25,63,68,92,92,76,59,55,38,20,16,7,21,3,632,2.76
PS,313,Congress and Foreign Policy,0,6,1,8,11,16,4,1,3,0,0,0,1,0,51,2.87
PS,314,Political Psychology,7,8,9,11,16,5,3,7,1,0,3,0,1,0,71,3.05
PS,316,Latina/Latino Politics,75,20,2,3,2,0,1,2,1,0,0,1,0,0,107,3.85
PS,317,Asian American Politics,0,5,7,2,4,0,2,3,0,0,0,0,1,0,24,3.13
PS,318,Interests Grps & Soc Movements,6,29,70,45,21,15,4,2,2,0,1,5,10,0,210,3.19
PS,319,Campaigns and Elections,5,35,29,34,55,20,12,16,12,1,1,2,3,2,225,3.03
PS,320,Public Opinion,4,118,85,80,89,12,8,15,6,1,4,0,12,2,434,3.29
PS,321,Principles of Public Policy,14,41,92,75,53,44,19,24,4,1,3,3,16,2,389,3.06
PS,322,Law and Public Policy,6,88,182,116,117,65,47,27,14,5,2,8,26,4,703,3.07
PS,323,Law and Representation,2,99,73,72,88,45,40,21,20,0,4,2,6,0,472,3.11
PS,329,Immigration & Citizenship,0,8,6,4,11,5,0,4,1,0,1,0,5,0,45,2.76
PS,330,Intro to Political Behavior,25,57,44,34,58,28,32,29,17,7,9,7,16,3,363,2.85
PS,339,Political Violence,27,71,77,39,35,18,15,7,5,3,5,0,12,3,314,3.26
PS,340,Politics in Intl Development,5,10,6,4,11,3,4,1,0,0,1,0,3,0,48,3.1
PS,341,Gov & Pol in Africa,1,13,20,9,11,8,2,0,2,0,0,0,1,0,67,3.31
PS,343,Gov & Pol of China,27,97,41,54,32,16,12,8,3,1,1,1,4,1,297,3.42
PS,344,Gov & Pol of Japan,5,16,7,3,2,3,0,4,2,0,1,0,1,1,44,3.32
PS,345,Gov & Pol of SE Asia,4,13,9,9,8,0,1,2,2,0,0,0,0,2,48,3.43
PS,346,Gov & Pol of South Asia,1,8,11,4,2,0,0,0,0,0,0,0,0,0,26,3.68
PS,347,Gov & Pol of Middle East,2,28,26,24,28,13,2,13,3,0,2,0,5,2,146,3.09
PS,348,Gov & Pol in Western Europe,132,288,193,129,128,64,44,41,23,9,6,2,29,4,1088,3.32
PS,351,Gov & Pol Post-Soviet States,7,32,40,24,10,7,2,2,1,0,1,0,3,0,129,3.43
PS,352,Gov & Pol of East Europe,2,18,22,21,7,1,0,1,0,0,0,0,0,0,72,3.56
PS,353,Gov & Pol of Latin America,15,44,46,26,26,9,4,5,3,2,4,0,7,1,191,3.27
PS,355,Democratization,0,21,12,4,4,3,3,0,0,0,0,0,0,0,47,3.58
PS,356,Comparative Political Economy,0,23,27,33,5,1,1,0,0,0,0,0,1,0,91,3.53
PS,357,Ethnic Conflict,2,15,14,8,8,7,6,5,1,5,1,0,0,0,72,3.08
PS,359,East Asian Politics,1,10,4,2,0,1,0,0,0,0,1,0,2,0,21,3.29
